,Dialogue_Id,Speaker,Emotion_name,Utterance,Annotate(0/1)
9187,1090,Joey,anger,"And now Pheebs, you're doing the same thing!",0.0
9188,1090,Phoebe,anger,ThatIt's not the same thing! This is,0.0
9189,1090,Joey,anger,"Okay, well my girl from the other night was special. She was a scientist too!",0.0
9190,1090,Phoebe,surprise,She was?,0.0
9191,1090,Joey,anger,"Well, she graduated from high school!",1.0
9192,1090,Phoebe,joy,"Okay, whatever.",0.0
9193,1091,Joey,surprise,"Whoa-whoa, what is it?",0.0
9194,1091,Phoebe,neutral,Well It's a date.,0.0
9195,1091,Joey,surprise,A date?!,0.0
9196,1091,Joey,surprise,"No, no Pheebs you-you must be mistaken, because I know you wouldn't schedule a date on the same night you have plans with a friend!",0.0
9197,1091,Phoebe,sadness,"Come on Joey, don't make me feel badly about this.",0.0
9198,1091,Joey,anger,"No, I'm gonna!!",0.0
9199,1091,Joey,anger,That's right!,0.0
9200,1091,Joey,anger,"Yeah, you made me feel really guilty about goin' out with that girl!",0.0
9201,1091,Joey,anger,Like-like-like I did something terrible to you!,0.0
9202,1091,Joey,anger,"And now Pheebs, you're doing the same thing!",0.0
9203,1091,Phoebe,anger,ThatIt's not the same thing! This is,0.0
9204,1091,Joey,anger,"Okay, well my girl from the other night was special. She was a scientist too!",0.0
9205,1091,Phoebe,surprise,She was?,0.0
9206,1091,Joey,anger,"Well, she graduated from high school!",0.0
9207,1091,Phoebe,joy,"Okay, whatever.",0.0
9208,1091,Phoebe,neutral,Y'know what?,0.0
9209,1092,Joey,surprise,"Whoa-whoa, what is it?",0.0
9210,1092,Phoebe,neutral,Well It's a date.,0.0
9211,1092,Joey,surprise,A date?!,0.0
9212,1092,Joey,surprise,"No, no Pheebs you-you must be mistaken, because I know you wouldn't schedule a date on the same night you have plans with a friend!",0.0
9213,1092,Phoebe,sadness,"Come on Joey, don't make me feel badly about this.",0.0
9214,1092,Joey,anger,"No, I'm gonna!!",0.0
9215,1092,Joey,anger,That's right!,0.0
9216,1092,Joey,anger,"Yeah, you made me feel really guilty about goin' out with that girl!",0.0
9217,1092,Joey,anger,Like-like-like I did something terrible to you!,0.0
9218,1092,Joey,anger,"And now Pheebs, you're doing the same thing!",0.0
9219,1092,Phoebe,anger,ThatIt's not the same thing! This is,0.0
9220,1092,Joey,anger,"Okay, well my girl from the other night was special. She was a scientist too!",0.0
9221,1092,Phoebe,surprise,She was?,0.0
9222,1092,Joey,anger,"Well, she graduated from high school!",0.0
9223,1092,Phoebe,joy,"Okay, whatever.",0.0
9224,1092,Phoebe,neutral,Y'know what?,0.0
9225,1092,Phoebe,anger,"I don't have time to convince you because he's only here for four hours, and I'm gonna go see him!",0.0
9226,1093,Ross,neutral,"Sorry I'm late, I was stuck at work. There was this big dinosaur.. thing.. anyway.",0.0
9227,1093,Susan,neutral,Hi.,0.0
9228,1093,Carol,neutral,"Ross, you remember Susan.",1.0
9229,1093,Ross,surprise,How could I forget?,0.0
9230,1094,Ross,neutral,"Sorry I'm late, I was stuck at work. There was this big dinosaur.. thing.. anyway.",0.0
9231,1094,Susan,neutral,Hi.,0.0
9232,1094,Carol,neutral,"Ross, you remember Susan.",0.0
9233,1094,Ross,surprise,How could I forget?,0.0
9234,1094,Susan,neutral,Ross.,1.0
9235,1094,Ross,anger,"Hello, Susan.  Good shake. Good shake. So, uh, we're just waiting for...?",0.0
9236,1095,Ross,neutral,"Sorry I'm late, I was stuck at work. There was this big dinosaur.. thing.. anyway.",0.0
9237,1095,Susan,neutral,Hi.,0.0
9238,1095,Carol,neutral,"Ross, you remember Susan.",0.0
9239,1095,Ross,surprise,How could I forget?,0.0
9240,1095,Susan,neutral,Ross.,0.0
9241,1095,Ross,anger,"Hello, Susan.  Good shake. Good shake. So, uh, we're just waiting for...?",0.0
9242,1095,Carol,neutral,Dr. Oberman.,1.0
9243,1095,Ross,neutral,..Dr. Oberman. Okay. And is he-,0.0
9244,1096,Ross,neutral,"Sorry I'm late, I was stuck at work. There was this big dinosaur.. thing.. anyway.",0.0
9245,1096,Susan,neutral,Hi.,0.0
9246,1096,Carol,neutral,"Ross, you remember Susan.",0.0
9247,1096,Ross,surprise,How could I forget?,0.0
9248,1096,Susan,neutral,Ross.,0.0
9249,1096,Ross,anger,"Hello, Susan.  Good shake. Good shake. So, uh, we're just waiting for...?",0.0
9250,1096,Carol,neutral,Dr. Oberman.,0.0
9251,1096,Ross,neutral,..Dr. Oberman. Okay. And is he-,0.0
9252,1096,Susan,neutral,She.,0.0
9253,1096,Ross,neutral,"-she, of course, she- uh- familiar with our.. special situation?",0.0
9254,1096,Carol,neutral,"Yes, and she's very supportive.",0.0
9255,1096,Ross,joy,"Okay, that's great.  No, I'm- Oh.",0.0
9256,1097,Ross,neutral,"Sorry I'm late, I was stuck at work. There was this big dinosaur.. thing.. anyway.",0.0
9257,1097,Susan,neutral,Hi.,0.0
9258,1097,Carol,neutral,"Ross, you remember Susan.",0.0
9259,1097,Ross,surprise,How could I forget?,0.0
9260,1097,Susan,neutral,Ross.,0.0
9261,1097,Ross,anger,"Hello, Susan.  Good shake. Good shake. So, uh, we're just waiting for...?",0.0
9262,1097,Carol,neutral,Dr. Oberman.,0.0
9263,1097,Ross,neutral,..Dr. Oberman. Okay. And is he-,0.0
9264,1097,Susan,neutral,She.,0.0
9265,1097,Ross,neutral,"-she, of course, she- uh- familiar with our.. special situation?",0.0
9266,1097,Carol,neutral,"Yes, and she's very supportive.",0.0
9267,1097,Ross,joy,"Okay, that's great.  No, I'm- Oh.",0.0
9268,1097,Carol,neutral,Thanks.,0.0
9269,1097,Ross,neutral,"Quack, quack..",0.0
9270,1098,Ross,neutral,"Sorry I'm late, I was stuck at work. There was this big dinosaur.. thing.. anyway.",0.0
9271,1098,Susan,neutral,Hi.,0.0
9272,1098,Carol,neutral,"Ross, you remember Susan.",0.0
9273,1098,Ross,surprise,How could I forget?,0.0
9274,1098,Susan,neutral,Ross.,0.0
9275,1098,Ross,anger,"Hello, Susan.  Good shake. Good shake. So, uh, we're just waiting for...?",0.0
9276,1098,Carol,neutral,Dr. Oberman.,0.0
9277,1098,Ross,neutral,..Dr. Oberman. Okay. And is he-,0.0
9278,1098,Susan,neutral,She.,0.0
9279,1098,Ross,neutral,"-she, of course, she- uh- familiar with our.. special situation?",0.0
9280,1098,Carol,neutral,"Yes, and she's very supportive.",0.0
9281,1098,Ross,joy,"Okay, that's great.  No, I'm- Oh.",0.0
9282,1098,Carol,neutral,Thanks.,0.0
9283,1098,Ross,neutral,"Quack, quack..",1.0
9284,1098,Carol,surprise,Ross? That opens my cervix.,0.0
9285,1099,Monica,neutral,Does she use the cups? Yes! I believe she does. Does she use the plates? Yes! I believe she does.,0.0
9286,1099,Monica,joy,"Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming.  Uh, just a second!",0.0
9287,1100,Monica,neutral,Does she use the cups? Yes! I believe she does. Does she use the plates? Yes! I believe she does.,0.0
9288,1100,Monica,joy,"Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming.  Uh, just a second!",0.0
9289,1100,Phoebe,anger,"No-no, let me in!",1.0
9290,1100,Monica,neutral,Phoebe?,0.0
9291,1101,Monica,neutral,Does she use the cups? Yes! I believe she does. Does she use the plates? Yes! I believe she does.,0.0
9292,1101,Monica,joy,"Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming.  Uh, just a second!",0.0
9293,1101,Phoebe,anger,"No-no, let me in!",0.0
9294,1101,Monica,neutral,Phoebe?,1.0
9295,1101,Phoebe,joy,Yeah!,0.0
9296,1102,Monica,anger,Let go!,0.0
9297,1102,Ross,anger,No! You let go!,0.0
9298,1102,Ross,joy,How come it's always us left in the field holding the ball?,0.0
9299,1103,Monica,anger,Let go!,0.0
9300,1103,Ross,anger,No! You let go!,0.0
9301,1103,Ross,joy,How come it's always us left in the field holding the ball?,1.0
9302,1103,Monica,neutral,I don't know. I guess the other people just don't care enough.,0.0
9303,1104,Monica,anger,Let go!,0.0
9304,1104,Ross,anger,No! You let go!,0.0
9305,1104,Ross,joy,How come it's always us left in the field holding the ball?,0.0
9306,1104,Monica,neutral,I don't know. I guess the other people just don't care enough.,0.0
9307,1104,Ross,sadness,Hey! It's starting to snow.,0.0
9308,1105,Monica,anger,Let go!,0.0
9309,1105,Ross,anger,No! You let go!,0.0
9310,1105,Ross,joy,How come it's always us left in the field holding the ball?,0.0
9311,1105,Monica,neutral,I don't know. I guess the other people just don't care enough.,0.0
9312,1105,Ross,sadness,Hey! It's starting to snow.,0.0
9313,1105,Ross,anger,Gimme the this!,0.0
9314,1106,Monica,anger,Let go!,0.0
9315,1106,Ross,anger,No! You let go!,0.0
9316,1106,Ross,joy,How come it's always us left in the field holding the ball?,0.0
9317,1106,Monica,neutral,I don't know. I guess the other people just don't care enough.,0.0
9318,1106,Ross,sadness,Hey! It's starting to snow.,0.0
9319,1106,Ross,anger,Gimme the this!,1.0
9320,1106,Monica,anger,Let go!,0.0
9321,1107,Joey,joy,"Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too.",0.0
9322,1107,Lydia,neutral,Knick fan?,1.0
9323,1107,Joey,neutral,"Oh, yeah.",0.0
9324,1108,Joey,joy,"Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too.",0.0
9325,1108,Lydia,neutral,Knick fan?,0.0
9326,1108,Joey,neutral,"Oh, yeah.",0.0
9327,1108,Lydia,anger,"Oh, boy, do they suck.",0.0
9328,1109,Joey,joy,"Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too.",0.0
9329,1109,Lydia,neutral,Knick fan?,0.0
9330,1109,Joey,neutral,"Oh, yeah.",0.0
9331,1109,Lydia,anger,"Oh, boy, do they suck.",0.0
9332,1109,Joey,surprise,"Hey, listen, lady.......whoa.",0.0
9333,1110,Joey,joy,"Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too.",0.0
9334,1110,Lydia,neutral,Knick fan?,0.0
9335,1110,Joey,neutral,"Oh, yeah.",0.0
9336,1110,Lydia,anger,"Oh, boy, do they suck.",0.0
9337,1110,Joey,surprise,"Hey, listen, lady.......whoa.",0.0
9338,1110,Lydia,disgust,"Look, look at your man, Ewing. Nice shot. You know what, he couldn't hit water if he was standing on a boat.",0.0
9339,1111,Joey,joy,"Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too.",0.0
9340,1111,Lydia,neutral,Knick fan?,0.0
9341,1111,Joey,neutral,"Oh, yeah.",0.0
9342,1111,Lydia,anger,"Oh, boy, do they suck.",0.0
9343,1111,Joey,surprise,"Hey, listen, lady.......whoa.",0.0
9344,1111,Lydia,disgust,"Look, look at your man, Ewing. Nice shot. You know what, he couldn't hit water if he was standing on a boat.",1.0
9345,1111,Joey,neutral,Oh yeah? And who do you like?,0.0
9346,1112,Joey,joy,"Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too.",0.0
9347,1112,Lydia,neutral,Knick fan?,0.0
9348,1112,Joey,neutral,"Oh, yeah.",0.0
9349,1112,Lydia,anger,"Oh, boy, do they suck.",0.0
9350,1112,Joey,surprise,"Hey, listen, lady.......whoa.",0.0
9351,1112,Lydia,disgust,"Look, look at your man, Ewing. Nice shot. You know what, he couldn't hit water if he was standing on a boat.",0.0
9352,1112,Joey,neutral,Oh yeah? And who do you like?,1.0
9353,1112,Lydia,neutral,The Celtics.,0.0
9354,1113,Joey,joy,"Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too.",0.0
9355,1113,Lydia,neutral,Knick fan?,0.0
9356,1113,Joey,neutral,"Oh, yeah.",0.0
9357,1113,Lydia,anger,"Oh, boy, do they suck.",0.0
9358,1113,Joey,surprise,"Hey, listen, lady.......whoa.",0.0
9359,1113,Lydia,disgust,"Look, look at your man, Ewing. Nice shot. You know what, he couldn't hit water if he was standing on a boat.",0.0
9360,1113,Joey,neutral,Oh yeah? And who do you like?,0.0
9361,1113,Lydia,neutral,The Celtics.,1.0
9362,1113,Joey,disgust,"The Celtics? Ha. They couldn't hit a boat if...wait. They suck, alright?",0.0
9363,1114,Joey,joy,"Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too.",0.0
9364,1114,Lydia,neutral,Knick fan?,0.0
9365,1114,Joey,neutral,"Oh, yeah.",0.0
9366,1114,Lydia,anger,"Oh, boy, do they suck.",0.0
9367,1114,Joey,surprise,"Hey, listen, lady.......whoa.",0.0
9368,1114,Lydia,disgust,"Look, look at your man, Ewing. Nice shot. You know what, he couldn't hit water if he was standing on a boat.",0.0
9369,1114,Joey,neutral,Oh yeah? And who do you like?,0.0
9370,1114,Lydia,neutral,The Celtics.,0.0
9371,1114,Joey,disgust,"The Celtics? Ha. They couldn't hit a boat if...wait. They suck, alright?",1.0
9372,1114,Lydia,anger,"Oh, shut up. You know, it's a rebuilding year. You... waah!",0.0
9373,1115,Joey,joy,"Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too.",0.0
9374,1115,Lydia,neutral,Knick fan?,0.0
9375,1115,Joey,neutral,"Oh, yeah.",0.0
9376,1115,Lydia,anger,"Oh, boy, do they suck.",0.0
9377,1115,Joey,surprise,"Hey, listen, lady.......whoa.",0.0
9378,1115,Lydia,disgust,"Look, look at your man, Ewing. Nice shot. You know what, he couldn't hit water if he was standing on a boat.",0.0
9379,1115,Joey,neutral,Oh yeah? And who do you like?,0.0
9380,1115,Lydia,neutral,The Celtics.,0.0
9381,1115,Joey,disgust,"The Celtics? Ha. They couldn't hit a boat if...wait. They suck, alright?",0.0
9382,1115,Lydia,anger,"Oh, shut up. You know, it's a rebuilding year. You... waah!",1.0
9383,1115,Joey,anger,"Wha? Wha..aa? Let me get the father. Hey, we need a father over here! We need a father!",0.0
9384,1116,Joey,joy,"Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too.",0.0
9385,1116,Lydia,neutral,Knick fan?,0.0
9386,1116,Joey,neutral,"Oh, yeah.",0.0
9387,1116,Lydia,anger,"Oh, boy, do they suck.",0.0
9388,1116,Joey,surprise,"Hey, listen, lady.......whoa.",0.0
9389,1116,Lydia,disgust,"Look, look at your man, Ewing. Nice shot. You know what, he couldn't hit water if he was standing on a boat.",0.0
9390,1116,Joey,neutral,Oh yeah? And who do you like?,0.0
9391,1116,Lydia,neutral,The Celtics.,0.0
9392,1116,Joey,disgust,"The Celtics? Ha. They couldn't hit a boat if...wait. They suck, alright?",0.0
9393,1116,Lydia,anger,"Oh, shut up. You know, it's a rebuilding year. You... waah!",0.0
9394,1116,Joey,anger,"Wha? Wha..aa? Let me get the father. Hey, we need a father over here! We need a father!",1.0
9395,1116,Lydia,neutral,There is no father.,0.0
9396,1117,Joey,joy,"Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too.",0.0
9397,1117,Lydia,neutral,Knick fan?,0.0
9398,1117,Joey,neutral,"Oh, yeah.",0.0
9399,1117,Lydia,anger,"Oh, boy, do they suck.",0.0
9400,1117,Joey,surprise,"Hey, listen, lady.......whoa.",0.0
9401,1117,Lydia,disgust,"Look, look at your man, Ewing. Nice shot. You know what, he couldn't hit water if he was standing on a boat.",0.0
9402,1117,Joey,neutral,Oh yeah? And who do you like?,0.0
9403,1117,Lydia,neutral,The Celtics.,0.0
9404,1117,Joey,disgust,"The Celtics? Ha. They couldn't hit a boat if...wait. They suck, alright?",0.0
9405,1117,Lydia,anger,"Oh, shut up. You know, it's a rebuilding year. You... waah!",0.0
9406,1117,Joey,anger,"Wha? Wha..aa? Let me get the father. Hey, we need a father over here! We need a father!",0.0
9407,1117,Lydia,neutral,There is no father.,1.0
9408,1117,Joey,fear,"Oh, oh, oh, sorry.",0.0
9409,1118,Joey,joy,"Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too.",0.0
9410,1118,Lydia,neutral,Knick fan?,0.0
9411,1118,Joey,neutral,"Oh, yeah.",0.0
9412,1118,Lydia,anger,"Oh, boy, do they suck.",0.0
9413,1118,Joey,surprise,"Hey, listen, lady.......whoa.",0.0
9414,1118,Lydia,disgust,"Look, look at your man, Ewing. Nice shot. You know what, he couldn't hit water if he was standing on a boat.",0.0
9415,1118,Joey,neutral,Oh yeah? And who do you like?,0.0
9416,1118,Lydia,neutral,The Celtics.,0.0
9417,1118,Joey,disgust,"The Celtics? Ha. They couldn't hit a boat if...wait. They suck, alright?",0.0
9418,1118,Lydia,anger,"Oh, shut up. You know, it's a rebuilding year. You... waah!",0.0
9419,1118,Joey,anger,"Wha? Wha..aa? Let me get the father. Hey, we need a father over here! We need a father!",0.0
9420,1118,Lydia,neutral,There is no father.,0.0
9421,1118,Joey,fear,"Oh, oh, oh, sorry.",0.0
9422,1118,Joey,neutral,"Oh, uh, ok. Right this way. All the other pregnant women seem to be goin' in here.",0.0
9423,1119,Barry,fear,"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba.",0.0
9424,1119,Bernice,fear,"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer.",1.0
9425,1119,Barry,fear,Oh God...,0.0
9426,1119,Barry,neutral,"I'll be right there, Bernice.",0.0
9427,1120,Barry,fear,"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba.",0.0
9428,1120,Bernice,fear,"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer.",0.0
9429,1120,Barry,fear,Oh God...,0.0
9430,1120,Barry,neutral,"I'll be right there, Bernice.",0.0
9431,1120,Barry,fear,"Look, please, please don't go anywhere, okay?",0.0
9432,1121,Barry,fear,"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba.",0.0
9433,1121,Bernice,fear,"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer.",0.0
9434,1121,Barry,fear,Oh God...,0.0
9435,1121,Barry,neutral,"I'll be right there, Bernice.",0.0
9436,1121,Barry,fear,"Look, please, please don't go anywhere, okay?",1.0
9437,1121,Rachel,neutral,Okay.,0.0
9438,1121,Rachel,neutral,"Okay, we'll be here!",0.0
9439,1121,Rachel,anger,Hating you!,0.0
9440,1122,Barry,fear,"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba.",0.0
9441,1122,Bernice,fear,"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer.",0.0
9442,1122,Barry,fear,Oh God...,0.0
9443,1122,Barry,neutral,"I'll be right there, Bernice.",0.0
9444,1122,Barry,fear,"Look, please, please don't go anywhere, okay?",0.0
9445,1122,Rachel,neutral,Okay.,0.0
9446,1122,Rachel,neutral,"Okay, we'll be here!",0.0
9447,1122,Rachel,anger,Hating you!,0.0
9448,1122,Rachel,surprise,Did you see how he was sweating when he walked out of there?,0.0
9449,1123,Barry,fear,"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba.",0.0
9450,1123,Bernice,fear,"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer.",0.0
9451,1123,Barry,fear,Oh God...,0.0
9452,1123,Barry,neutral,"I'll be right there, Bernice.",0.0
9453,1123,Barry,fear,"Look, please, please don't go anywhere, okay?",0.0
9454,1123,Rachel,neutral,Okay.,0.0
9455,1123,Rachel,neutral,"Okay, we'll be here!",0.0
9456,1123,Rachel,anger,Hating you!,0.0
9457,1123,Rachel,surprise,Did you see how he was sweating when he walked out of there?,0.0
9458,1123,Rachel,neutral,"Listen honey, if I'm hogging the ball too much you just jump right in there and take a couple punches because I'm telling you, this feels",0.0
9459,1124,Barry,fear,"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba.",0.0
9460,1124,Bernice,fear,"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer.",0.0
9461,1124,Barry,fear,Oh God...,0.0
9462,1124,Barry,neutral,"I'll be right there, Bernice.",0.0
9463,1124,Barry,fear,"Look, please, please don't go anywhere, okay?",0.0
9464,1124,Rachel,neutral,Okay.,0.0
9465,1124,Rachel,neutral,"Okay, we'll be here!",0.0
9466,1124,Rachel,anger,Hating you!,0.0
9467,1124,Rachel,surprise,Did you see how he was sweating when he walked out of there?,0.0
9468,1124,Rachel,neutral,"Listen honey, if I'm hogging the ball too much you just jump right in there and take a couple punches because I'm telling you, this feels",0.0
9469,1124,Mindy,joy,Yeah... I'm pretty sure I'm still gonna marry him.,1.0
9470,1124,Rachel,disgust,"What are you talking about?! Mindy, the guy is the devil! He's Satan in a smock!",0.0
9471,1125,Barry,fear,"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba.",0.0
9472,1125,Bernice,fear,"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer.",0.0
9473,1125,Barry,fear,Oh God...,0.0
9474,1125,Barry,neutral,"I'll be right there, Bernice.",0.0
9475,1125,Barry,fear,"Look, please, please don't go anywhere, okay?",0.0
9476,1125,Rachel,neutral,Okay.,0.0
9477,1125,Rachel,neutral,"Okay, we'll be here!",0.0
9478,1125,Rachel,anger,Hating you!,0.0
9479,1125,Rachel,surprise,Did you see how he was sweating when he walked out of there?,0.0
9480,1125,Rachel,neutral,"Listen honey, if I'm hogging the ball too much you just jump right in there and take a couple punches because I'm telling you, this feels",0.0
9481,1125,Mindy,joy,Yeah... I'm pretty sure I'm still gonna marry him.,0.0
9482,1125,Rachel,disgust,"What are you talking about?! Mindy, the guy is the devil! He's Satan in a smock!",1.0
9483,1125,Mindy,neutral,"Look, I know he's not perfect, but the truth is, at the end of the day, I still really wanna be Mrs. Dr. Barry Farber, D.D.S.",0.0
9484,1126,Barry,fear,"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba.",0.0
9485,1126,Bernice,fear,"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer.",0.0
9486,1126,Barry,fear,Oh God...,0.0
9487,1126,Barry,neutral,"I'll be right there, Bernice.",0.0
9488,1126,Barry,fear,"Look, please, please don't go anywhere, okay?",0.0
9489,1126,Rachel,neutral,Okay.,0.0
9490,1126,Rachel,neutral,"Okay, we'll be here!",0.0
9491,1126,Rachel,anger,Hating you!,0.0
9492,1126,Rachel,surprise,Did you see how he was sweating when he walked out of there?,0.0
9493,1126,Rachel,neutral,"Listen honey, if I'm hogging the ball too much you just jump right in there and take a couple punches because I'm telling you, this feels",0.0
9494,1126,Mindy,joy,Yeah... I'm pretty sure I'm still gonna marry him.,0.0
9495,1126,Rachel,disgust,"What are you talking about?! Mindy, the guy is the devil! He's Satan in a smock!",0.0
9496,1126,Mindy,neutral,"Look, I know he's not perfect, but the truth is, at the end of the day, I still really wanna be Mrs. Dr. Barry Farber, D.D.S.",1.0
9497,1126,Rachel,surprise,Oh God.,0.0
9498,1127,Barry,fear,"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba.",0.0
9499,1127,Bernice,fear,"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer.",0.0
9500,1127,Barry,fear,Oh God...,0.0
9501,1127,Barry,neutral,"I'll be right there, Bernice.",0.0
9502,1127,Barry,fear,"Look, please, please don't go anywhere, okay?",0.0
9503,1127,Rachel,neutral,Okay.,0.0
9504,1127,Rachel,neutral,"Okay, we'll be here!",0.0
9505,1127,Rachel,anger,Hating you!,0.0
9506,1127,Rachel,surprise,Did you see how he was sweating when he walked out of there?,0.0
9507,1127,Rachel,neutral,"Listen honey, if I'm hogging the ball too much you just jump right in there and take a couple punches because I'm telling you, this feels",0.0
9508,1127,Mindy,joy,Yeah... I'm pretty sure I'm still gonna marry him.,0.0
9509,1127,Rachel,disgust,"What are you talking about?! Mindy, the guy is the devil! He's Satan in a smock!",0.0
9510,1127,Mindy,neutral,"Look, I know he's not perfect, but the truth is, at the end of the day, I still really wanna be Mrs. Dr. Barry Farber, D.D.S.",1.0
9511,1127,Rachel,surprise,Oh God.,1.0
9512,1127,Mindy,fear,I hope you can find some way to be happy for me. And I hope you'll still be my maid of honor...?,0.0
9513,1128,Barry,fear,"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba.",0.0
9514,1128,Bernice,fear,"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer.",0.0
9515,1128,Barry,fear,Oh God...,0.0
9516,1128,Barry,neutral,"I'll be right there, Bernice.",0.0
9517,1128,Barry,fear,"Look, please, please don't go anywhere, okay?",0.0
9518,1128,Rachel,neutral,Okay.,0.0
9519,1128,Rachel,neutral,"Okay, we'll be here!",0.0
9520,1128,Rachel,anger,Hating you!,0.0
9521,1128,Rachel,surprise,Did you see how he was sweating when he walked out of there?,0.0
9522,1128,Rachel,neutral,"Listen honey, if I'm hogging the ball too much you just jump right in there and take a couple punches because I'm telling you, this feels",0.0
9523,1128,Mindy,joy,Yeah... I'm pretty sure I'm still gonna marry him.,0.0
9524,1128,Rachel,disgust,"What are you talking about?! Mindy, the guy is the devil! He's Satan in a smock!",0.0
9525,1128,Mindy,neutral,"Look, I know he's not perfect, but the truth is, at the end of the day, I still really wanna be Mrs. Dr. Barry Farber, D.D.S.",0.0
9526,1128,Rachel,surprise,Oh God.,0.0
9527,1128,Mindy,fear,I hope you can find some way to be happy for me. And I hope you'll still be my maid of honor...?,1.0
9528,1128,Rachel,sadness,And I hope Barry doesn't kill you and eat you in Aruba.,0.0
9529,1129,Phoebe,neutral,"Listen, Robert's gonna be here any second so, will one of you just tell him?",0.0
9530,1129,Ross,sadness,Oh.,0.0
9531,1129,Phoebe,fear,"Please, right now, no, every time I see him it's like Is it on the lose?' Is it watching me?'",0.0
9532,1130,Phoebe,neutral,"Listen, Robert's gonna be here any second so, will one of you just tell him?",0.0
9533,1130,Ross,sadness,Oh.,0.0
9534,1130,Phoebe,fear,"Please, right now, no, every time I see him it's like Is it on the lose?' Is it watching me?'",0.0
9535,1130,Chandler,anger,"We can't tell him, you can't go up to a guy you barely know and talk about his.... stuff.",1.0
9536,1130,Ross,neutral,"He's right, even if it's to say something complementary.",0.0
9537,1131,Phoebe,neutral,"Listen, Robert's gonna be here any second so, will one of you just tell him?",0.0
9538,1131,Ross,sadness,Oh.,0.0
9539,1131,Phoebe,fear,"Please, right now, no, every time I see him it's like Is it on the lose?' Is it watching me?'",0.0
9540,1131,Chandler,anger,"We can't tell him, you can't go up to a guy you barely know and talk about his.... stuff.",0.0
9541,1131,Ross,neutral,"He's right, even if it's to say something complementary.",0.0
9542,1131,Robert,surprise,Hey!,1.0
9543,1131,Phoebe,neutral,Hey.,0.0
9544,1132,Phoebe,neutral,"Listen, Robert's gonna be here any second so, will one of you just tell him?",0.0
9545,1132,Ross,sadness,Oh.,0.0
9546,1132,Phoebe,fear,"Please, right now, no, every time I see him it's like Is it on the lose?' Is it watching me?'",0.0
9547,1132,Chandler,anger,"We can't tell him, you can't go up to a guy you barely know and talk about his.... stuff.",0.0
9548,1132,Ross,neutral,"He's right, even if it's to say something complementary.",0.0
9549,1132,Robert,surprise,Hey!,0.0
9550,1132,Phoebe,neutral,Hey.,1.0
9551,1132,Robert,neutral,"So are ready for the gym? They've got this new rock climbing wall, we can spot each other.",0.0
9552,1133,Phoebe,neutral,"Listen, Robert's gonna be here any second so, will one of you just tell him?",0.0
9553,1133,Ross,sadness,Oh.,0.0
9554,1133,Phoebe,fear,"Please, right now, no, every time I see him it's like Is it on the lose?' Is it watching me?'",0.0
9555,1133,Chandler,anger,"We can't tell him, you can't go up to a guy you barely know and talk about his.... stuff.",0.0
9556,1133,Ross,neutral,"He's right, even if it's to say something complementary.",0.0
9557,1133,Robert,surprise,Hey!,0.0
9558,1133,Phoebe,neutral,Hey.,0.0
9559,1133,Robert,neutral,"So are ready for the gym? They've got this new rock climbing wall, we can spot each other.",0.0
9560,1133,Phoebe,neutral,"No, I can spot you from here.",1.0
